"Geographic Area Name (NAME)","Year (YEAR)","2017 NAPCS collection code (NAPCS2017)","Meaning of NAPCS collection code (NAPCS2017_LABEL)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Type of operation code (TYPOP_LABEL)","Number of establishments (ESTAB)","Sales, value of shipments, or revenue of NAPCS collection code ($1,000) (NAPCSDOL)","Industry contribution to total NAPCS collection code sales, value of shipments, or revenue (%) (NAICSALL_PCT)","Range indicating percent of total NAPCS collection code sales, value of shipments, or revenue imputed (NAPCSDOL_IMP)","Relative standard error of NAPCS collection code sales, value of shipments, or revenue (%) (NAPCSDOL_S)"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","451211","Book stores","All establishments","2,414","378,004","0.8","10% to less than 20%","2.3"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","451212","News dealers and newsstands","All establishments","490","36,072","0.1","40% to less than 50%","21.8"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","452210","Department stores","All establishments","2,111","178,403","0.4","20% to less than 30%","1.2"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","452311","Warehouse clubs and supercenters","All establishments","8,192","15,680,190","33.9","20% to less than 30%","0.4"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","452319","All other general merchandise stores","All establishments","38,013","1,530,249","3.3","40% to less than 50%","1.1"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","453110","Florists","All establishments","2,003","8,811","0.0","40% to less than 50%","15.3"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","453210","Office supplies and stationery stores","All establishments","281","19,196","0.0","50% to less than 60%","17.3"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","453220","Gift, novelty, and souvenir stores","All establishments","5,281","780,556","1.7","60% to less than 70%","6.7"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","453310","Used merchandise stores","All establishments","567","27,600","0.1","20% to less than 30%","12.3"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","453920","Art dealers","All establishments","24","305","0.0","20% to less than 30%","2.6"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","453991","Tobacco stores","All establishments","311","2,603 (s)","0.0","40% to less than 50%","98.6"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","453998","All other miscellaneous store retailers (except tobacco stores)","All establishments","836","68,262","0.1","60% to less than 70%","31.0"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","454110","Electronic shopping and mail-order houses","All establishments","5,184","12,512,937","27.1","50% to less than 60%","12.5"
"United States","2017","5001125000","Retail sales of toys, games, and hobby and craft supplies","454390","Other direct selling establishments","All establishments","690","93,612","0.2","40% to less than 50%","18.9"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","441110","New car dealers","All establishments","259","140,332 (s)","0.8","30% to less than 40%","53.0"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","441120","Used car dealers","All establishments","1,267","70,207","0.4","40% to less than 50%","21.1"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","441210","Recreational vehicle dealers","All establishments","63","2,489","0.0","Less than 10%","31.2"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","441222","Boat dealers","All establishments","61","29,844","0.2","10% to less than 20%","20.0"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","441228","Motorcycle, ATV, and all other motor vehicle dealers","All establishments","4,551","13,879,112","83.3","30% to less than 40%","1.1"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","441310","Automotive parts and accessories stores","All establishments","D","D","D","D","D"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","441320","Tire dealers","All establishments","D","D","D","D","D"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","447110","Gasoline stations with convenience stores","All establishments","D","D","D","D","D"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","453310","Used merchandise stores","All establishments","37","538","0.0","Less than 10%","6.8"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","453998","All other miscellaneous store retailers (except tobacco stores)","All establishments","S","A","S","S","S"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","454110","Electronic shopping and mail-order houses","All establishments","525","2,470,980 (s)","14.8","60% to less than 70%","74.8"
"United States","2017","5001150000","Retail sales of motorcycles, motor scooters, motor bikes, including parts and accessories ","454390","Other direct selling establishments","All establishments","S","A","S","S","S"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","441110","New car dealers","All establishments","151","232,993","1.0","30% to less than 40%","39.3"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","441120","Used car dealers","All establishments","473","67,549 (s)","0.3","40% to less than 50%","42.3"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","441210","Recreational vehicle dealers","All establishments","267","125,850","0.5","20% to less than 30%","16.1"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","441222","Boat dealers","All establishments","4,223","13,371,405","55.5","30% to less than 40%","3.3"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","441228","Motorcycle, ATV, and all other motor vehicle dealers","All establishments","3,704","8,166,947","33.9","30% to less than 40%","2.8"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","441310","Automotive parts and accessories stores","All establishments","214","26,037","0.1","30% to less than 40%","34.0"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","441320","Tire dealers","All establishments","78","10,240 (s)","0.0","50% to less than 60%","74.2"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","444130","Hardware stores","All establishments","560","265,218","1.1","70% to less than 80%","8.1"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","444210","Outdoor power equipment stores","All establishments","169","58,047","0.2","40% to less than 50%","22.5"
"United States","2017","5001175000","Retail sales of boats and other sports vehicles","444220","Nursery, garden center, and farm supply stores","All establishments","279","23,563 (s)","0.1","40% to less than 50%","93.0"
